Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
149,Oghenekaro Etebo,ng NGA,MF,Watford,25,1995,4.5,0,3,0,0.0,0.67,0.00,0.00,,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
150,Jonny Evans,nir NIR,DF,Leicester City,33,1988,15.0,1,3,2,66.7,0.20,0.13,0.33,0.50,5.7,0,0,0,0.7,0.7,0.25,+0.3,+0.3,Matches
151,Eberechi Eze,eng ENG,MFFW,Crystal Palace,23,1998,6.7,1,10,1,10.0,1.49,0.15,0.10,1.00,20.2,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
152,Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
153,Fabinho,br BRA,MF,Liverpool,27,1993,25.7,5,19,7,36.8,0.74,0.27,0.16,0.43,18.8,1,2,2,3.4,1.9,0.11,+1.6,+1.1,Matches
154,Kiko Femenía,es ESP,DF,Watford,30,1991,23.8,0,3,1,33.3,0.13,0.04,0.00,0.00,19.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
155,Evan Ferguson,ie IRL,MF,Brighton,16,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Nathan Ferguson,eng ENG,DF,Crystal Palace,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
157,Bruno Fernandes,pt POR,MF,Manchester Utd,26,1994,34.6,10,87,29,33.3,2.52,0.84,0.11,0.34,21.2,6,0,2,9.7,8.2,0.09,+0.3,+1.8,Matches
158,Álvaro Fernández,es ESP,GK,Brentford,23,1998,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
159,Federico Fernández,ar ARG,DF,Newcastle Utd,32,1989,5.8,0,6,1,16.7,01.03,0.17,0.00,0.00,9.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
160,Fernandinho,br BRA,MFDF,Manchester City,36,1985,10.7,2,18,3,16.7,1.68,0.28,0.11,0.67,16.4,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
161,Roberto Firmino,br BRA,FW,Liverpool,29,1991,11.0,5,30,11,36.7,2.73,1.00,0.17,0.45,15.1,0,0,0,5.0,5.0,0.17,0.0,0.0,Matches
162,Junior Firpo,es ESP,DF,Leeds United,24,1996,19.0,0,12,1,8.3,0.63,0.05,0.00,0.00,13.3,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
163,Ashley Fletcher,eng ENG,FW,Watford,25,1995,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,19.9,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
164,Phil Foden,eng ENG,FW,Manchester City,21,2000,23.6,9,58,22,37.9,2.45,0.93,0.16,0.41,14.1,0,0,0,9.1,9.1,0.16,-0.1,-0.1,Matches
165,Wesley Fofana,fr FRA,DF,Leicester City,20,2000,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,8.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
166,Pablo Fornals,es ESP,FWMF,West Ham,25,1996,31.1,6,43,11,25.6,1.38,0.35,0.14,0.55,18.4,0,0,0,5.0,5.0,0.12,+1.0,+1.0,Matches
167,Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17.0,0,14,4,28.6,0.82,0.24,0.00,0.00,25.5,1,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
168,Marcus Forss,fi FIN,FWMF,Brentford,22,1999,2.3,0,5,0,0.0,2.15,0.00,0.00,,14.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
169,Fraser Forster,eng ENG,GK,Southampton,33,1988,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
170,Ben Foster,eng ENG,GK,Watford,38,1983,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
171,Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,0,1,0,0.0,5.29,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
172,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,2,24,7,29.2,1.47,0.43,0.08,0.29,17.2,0,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches
173,Fred,br BRA,MF,Manchester Utd,28,1993,22.5,4,15,9,60.0,0.67,0.40,0.27,0.44,20.2,0,0,0,1.5,1.5,0.10,+2.5,+2.5,Matches
174,Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
175,Leo Fuhr Hjelde,no NOR,DF,Leeds United,17,2003,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
176,Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,8,52,22,42.3,1.64,0.70,0.15,0.36,16.5,4,0,0,5.8,5.8,0.11,+2.2,+2.2,Matches
177,Alejandro Garnacho,es ESP,FW,Manchester Utd,17,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
178,Dwight Gayle,eng ENG,FW,Newcastle Utd,30,1990,0.4,0,2,0,0.0,4.74,0.00,0.00,,7.0,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
179,Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
180,David de Gea,es ESP,GK,Manchester Utd,30,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,8.3,2,22,9,40.9,2.65,01.09,0.09,0.22,15.8,0,0,0,3.1,3.1,0.14,-1.1,-1.1,Matches
182,Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,4.3,1,7,2,28.6,1.63,0.47,0.00,0.00,21.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3,Matches
183,Anwar El Ghazi,nl NED,FW,Everton,26,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Saman Ghoddos,ir IRN,DFMF,Brentford,27,1993,6.0,1,8,2,25.0,1.34,0.34,0.13,0.50,20.0,1,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
185,Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13.0,0,3,2,66.7,0.23,0.15,0.00,0.00,18.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
186,Morgan Gibbs-White,eng ENG,FWMF,Wolves,21,2000,0.1,0,2,0,0.0,20.00,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
187,Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,0,8,4,50.0,0.29,0.14,0.00,0.00,10.0,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Matches
188,Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,0,18,3,16.7,0.87,0.15,0.00,0.00,22.3,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
189,Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,0,18,6,33.3,0.80,0.27,0.00,0.00,16.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
190,André Gomes,pt POR,MF,Everton,28,1993,6.9,0,14,4,28.6,02.04,0.58,0.00,0.00,22.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
191,Toti Gomes,pt POR,DF,Wolves,22,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
192,Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,0,1,0,0.0,0.27,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
193,Charlie Goode,eng ENG,DF,Brentford,25,1995,5.0,0,2,0,0.0,0.40,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
194,Anthony Gordon,eng ENG,MFFW,Everton,20,2001,25.4,4,44,19,43.2,1.73,0.75,0.09,0.21,18.5,5,0,0,3.4,3.4,0.08,+0.6,+0.6,Matches
195,Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,19.0,0,0,0,0.4,0.4,0.45,-0.4,-0.4,Matches
196,Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,1,2,1,50.0,01.08,0.54,0.50,1.00,15.6,0,0,0,0.2,0.2,0.09,+0.8,+0.8,Matches
197,Demarai Gray,eng ENG,MFFW,Everton,25,1996,26.0,5,65,15,23.1,2.50,0.58,0.08,0.33,20.2,4,0,0,4.5,4.5,0.07,+0.5,+0.5,Matches
198,Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.3,0,0,0,4.8,4.8,0.11,-1.8,-1.8,Matches
199,Mason Greenwood,eng ENG,FWMF,Manchester Utd,19,2001,14.1,5,48,18,37.5,3.40,1.27,0.10,0.28,18.7,0,0,0,4.4,4.4,0.09,+0.6,+0.6,Matches
200,Sam Greenwood,eng ENG,MFFW,Leeds United,19,2002,2.6,0,4,0,0.0,1.52,0.00,0.00,,19.4,1,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
201,Pascal Groß,de GER,MFDF,Brighton,30,1991,22.6,2,23,7,30.4,01.02,0.31,0.09,0.29,16.7,1,0,1,2.9,2.2,0.09,-0.9,-0.2,Matches
202,Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
203,Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,2,18,5,27.8,0.50,0.14,0.11,0.40,10.3,0,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
204,Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,5,22,11,50.0,1.91,0.96,0.23,0.45,18.4,0,0,0,2.9,2.9,0.14,+2.1,+2.1,Matches
205,İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,13.9,2,0,0,8.6,8.6,0.16,-0.6,-0.6,Matches
206,Angus Gunn,eng ENG,GK,Norwich City,25,1996,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
207,Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,1,20,4,20.0,0.62,0.12,0.05,0.25,8.1,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
208,Jack Harrison,eng ENG,FWMF,Leeds United,24,1996,29.3,8,44,17,38.6,1.50,0.58,0.18,0.47,16.9,0,0,0,4.0,4.0,0.09,+4.0,+4.0,Matches
209,Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,1,2,2,100.0,0.45,0.45,0.50,0.50,10.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
210,Kai Havertz,de GER,FWMF,Chelsea,22,1999,20.1,8,56,23,41.1,2.79,1.14,0.14,0.35,12.2,0,0,0,9.7,9.7,0.17,-1.7,-1.7,Matches
211,Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,1,6,1,16.7,0.54,0.09,0.17,1.00,12.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
212,Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,20.2,5,29,12,41.4,1.44,0.59,0.17,0.42,15.1,0,0,0,4.0,4.0,0.14,+1.0,+1.0,Matches
213,Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,2,31,6,19.4,01.07,0.21,0.06,0.33,23.0,1,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches
214,Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,1,1,1,100.0,1.25,1.25,1.00,1.00,27.0,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches
215,Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
216,Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,3,14,5,35.7,0.45,0.16,0.21,0.60,16.0,0,0,0,1.8,1.8,0.13,+1.2,+1.2,Matches
217,Son Heung-min,kr KOR,FWMF,Tottenham,29,1992,33.4,23,86,47,54.7,2.57,1.41,0.27,0.49,15.4,2,0,0,16.4,16.4,0.19,+6.6,+6.6,Matches
218,Ki-Jana Hoever,nl NED,DF,Wolves,19,2002,3.4,0,1,0,0.0,0.29,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
219,Rob Holding,eng ENG,DF,Arsenal,25,1995,9.4,1,4,1,25.0,0.43,0.11,0.25,1.00,6.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
220,Mason Holgate,eng ENG,DF,Everton,24,1996,23.7,2,7,2,28.6,0.30,0.08,0.29,1.00,9.8,0,0,0,1.1,1.1,0.15,+0.9,+0.9,Matches
221,Callum Hudson-Odoi,eng ENG,FWMF,Chelsea,20,2000,10.7,1,17,7,41.2,1.59,0.65,0.06,0.14,13.2,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
222,Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,0,6,0,0.0,0.51,0.00,0.00,,21.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
223,Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2,31,10,32.3,0.87,0.28,0.06,0.20,21.9,1,0,0,2.0,2.0,0.07,0.0,0.0,Matches
224,Adam Idah,ie IRL,FWMF,Norwich City,20,2001,6.9,1,14,4,28.6,02.02,0.58,0.07,0.25,12.4,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches
225,Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14.0,4,31,11,35.5,2.21,0.78,0.13,0.36,17.1,0,0,0,3.4,3.4,0.11,+0.6,+0.6,Matches
226,Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,7,48,17,35.4,2.28,0.81,0.13,0.35,13.3,0,1,1,7.3,6.6,0.14,-0.3,-0.6,Matches
227,Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1.0,0,1,0,0.0,0.98,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
228,Alex Iwobi,ng NGA,MFDF,Everton,25,1996,22.6,2,24,6,25.0,01.06,0.27,0.08,0.33,16.4,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches
229,Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,0,4,1,25.0,2.86,0.71,0.00,0.00,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
230,Daniel James,wls WAL,FWMF,Leeds United,23,1997,26.3,4,52,15,28.8,1.98,0.57,0.08,0.27,15.5,0,0,0,5.7,5.7,0.11,-1.7,-1.7,Matches
231,Reece James,eng ENG,DF,Chelsea,21,1999,20.7,5,37,10,27.0,1.79,0.48,0.14,0.50,20.4,6,0,0,2.6,2.6,0.07,+2.4,+2.4,Matches
232,Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,4,30,11,36.7,1.17,0.43,0.13,0.36,17.7,0,0,0,2.6,2.6,0.09,+1.4,+1.4,Matches
233,Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,3,23,10,43.5,0.62,0.27,0.13,0.30,8.2,0,0,0,2.9,2.9,0.13,+0.1,+0.1,Matches
234,Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,0,19,6,31.6,01.07,0.34,0.00,0.00,21.0,0,0,0,2.5,2.5,0.13,-2.5,-2.5,Matches
235,Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,8,63,21,33.3,03.02,01.01,0.11,0.33,13.2,0,1,1,10.1,9.4,0.15,-2.1,-2.4,Matches
236,Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,6,57,15,26.3,1.95,0.51,0.09,0.33,16.1,1,1,1,6.6,6.1,0.11,-0.6,-1.1,Matches
237,Joelinton,br BRA,MFFW,Newcastle Utd,24,1996,28.4,4,46,14,30.4,1.62,0.49,0.09,0.29,16.9,0,0,0,4.1,4.1,0.09,-0.1,-0.1,Matches
238,Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,1,5,1,20.0,0.32,0.06,0.20,1.00,23.6,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches
239,Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,1,19,7,36.8,02.01,0.74,0.05,0.14,22.1,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
240,Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
241,Jorginho,it ITA,MF,Chelsea,29,1991,25.3,6,9,2,22.2,0.36,0.08,0.00,0.00,29.7,0,6,7,5.7,0.4,0.05,+0.3,-0.4,Matches
242,Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,15,91,33,36.3,3.46,1.26,0.16,0.45,11.8,0,0,0,16.1,16.1,0.18,-1.1,-1.1,Matches
243,James Justin,eng ENG,DF,Leicester City,23,1998,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,10.6,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches
244,Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,1,2,1,50.0,0.35,0.17,0.50,1.00,6.9,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches
245,Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,0,4,2,50.0,0.39,0.20,0.00,0.00,15.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
246,Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,0,7,0,0.0,0.53,0.00,0.00,,8.8,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
247,Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,0,4,1,25.0,1.62,0.41,0.00,0.00,21.9,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
248,Hassane Kamara,ci CIV,DF,Watford,27,1994,18.0,1,5,1,20.0,0.28,0.06,0.20,1.00,25.3,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
249,Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,17,131,51,38.9,3.65,1.42,0.10,0.25,16.9,8,4,4,20.1,17.1,0.13,-3.1,-4.1,Matches
250,N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,18.6,0,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches
251,Edo Kayembe,cd COD,MF,Watford,22,1998,8.9,0,6,0,0.0,0.68,0.00,0.00,,28.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
252,Moise Kean,it ITA,FW,Everton,21,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
253,Michael Keane,eng ENG,DF,Everton,28,1993,31.0,3,20,6,30.0,0.64,0.19,0.15,0.50,11.9,0,0,0,1.2,1.2,0.06,+1.8,+1.8,Matches
254,Naby Keïta,gn GUI,MF,Liverpool,26,1995,13.0,3,26,7,26.9,1.99,0.54,0.12,0.43,21.3,0,0,0,2.3,2.3,0.09,+0.7,+0.7,Matches
255,Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
256,Kenedy,br BRA,DF,Chelsea,25,1996,0.6,0,1,0,0.0,1.55,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
257,Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,0,5,0,0.0,0.44,0.00,0.00,,23.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
258,Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,8.8,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
259,Joshua King,no NOR,FW,Watford,29,1992,25.0,5,48,18,37.5,1.92,0.72,0.08,0.22,14.7,0,1,1,8.0,7.2,0.15,-3.0,-3.2,Matches
260,Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
261,Mateusz Klich,pl POL,MF,Leeds United,31,1990,23.0,1,42,18,42.9,1.82,0.78,0.02,0.06,20.3,0,0,0,2.7,2.7,0.07,-1.7,-1.7,Matches
262,Robin Koch,de GER,MFDF,Leeds United,25,1996,17.5,0,12,1,8.3,0.69,0.06,0.00,0.00,14.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
263,Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
264,Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11.0,0,4,0,0.0,0.36,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
265,Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,2,15,6,40.0,0.55,0.22,0.13,0.33,7.0,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
266,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,0,8,0,0.0,0.36,0.00,0.00,,19.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
267,Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,19.4,1,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
268,Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,0,6,1,16.7,0.33,0.06,0.00,0.00,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
269,Alex Král,cz CZE,MF,West Ham,23,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
270,Tim Krul,nl NED,GK,Norwich City,33,1988,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
271,Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,1,46,11,23.9,2.16,0.52,0.02,0.09,19.7,3,0,0,3.1,3.1,0.07,-2.1,-2.1,Matches
272,Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,14.0,5,26,9,34.6,1.86,0.64,0.19,0.56,17.1,0,0,0,3.4,3.4,0.13,+1.6,+1.6,Matches
273,Alexandre Lacazette,fr FRA,FWMF,Arsenal,30,1991,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,14.8,1,2,3,7.9,5.6,0.13,-3.9,-3.6,Matches
274,Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,0,20,4,20.0,1.15,0.23,0.00,0.00,18.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
275,Tariq Lamptey,eng ENG,DFFW,Brighton,20,2000,17.3,0,19,4,21.1,1.10,0.23,0.00,0.00,19.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
276,Manuel Lanzini,ar ARG,MFFW,West Ham,28,1993,19.8,5,13,4,30.8,0.66,0.20,0.15,0.50,21.6,1,3,3,3.4,1.1,0.09,+1.6,+0.9,Matches
277,Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,4,35,7,20.0,1.11,0.22,0.11,0.57,10.7,0,0,0,4.4,4.4,0.13,-0.4,-0.4,Matches
278,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,22.9,1,16,3,18.8,0.70,0.13,0.06,0.33,8.4,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
279,Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,1,33,9,27.3,1.31,0.36,0.03,0.11,23.1,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
280,Aaron Lennon,eng ENG,MF,Burnley,34,1987,17.2,2,12,4,33.3,0.70,0.23,0.17,0.50,19.3,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
281,Bernd Leno,de GER,GK,Arsenal,29,1992,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
283,Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,0,4,2,50.0,0.15,0.08,0.00,0.00,6.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
284,Jesse Lingard,eng ENG,FWMF,Manchester Utd,28,1992,4.1,2,8,6,75.0,1.96,1.47,0.25,0.33,17.7,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches
285,Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,1,12,3,25.0,0.49,0.12,0.08,0.33,15.7,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
286,Diego Llorente,es ESP,DF,Leeds United,27,1993,26.0,3,10,3,30.0,0.38,0.12,0.30,1.00,8.9,0,0,0,1.4,1.4,0.14,+1.6,+1.6,Matches
287,Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
288,Giovani Lo Celso,ar ARG,MFFW,Tottenham,25,1996,2.6,0,9,0,0.0,3.40,0.00,0.00,,18.5,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
289,Jürgen Locadia,nl NED,FW,Brighton,27,1993,0.3,0,1,0,0.0,3.91,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
290,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,25,1996,15.5,0,19,6,31.6,1.23,0.39,0.00,0.00,17.4,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
291,Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,0,4,0,0.0,0.88,0.00,0.00,,11.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
292,Shane Long,ie IRL,FW,Southampton,34,1987,3.4,1,9,5,55.6,2.63,1.46,0.11,0.20,10.7,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
293,Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,1,15,2,13.3,0.92,0.12,0.07,0.50,23.9,1,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
294,Ademola Lookman,ng NGA,FWMF,Leicester City,23,1997,16.1,6,27,12,44.4,1.67,0.74,0.22,0.50,13.9,0,0,0,5.1,5.1,0.19,+0.9,+0.9,Matches
295,Jonas Lössl,dk DEN,GK,Brentford,32,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
296,Imran Louza,ma MAR,MF,Watford,22,1999,15.7,0,17,4,23.5,01.08,0.25,0.00,0.00,27.1,6,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
